# mark component_1_count component_2_count component_3_count total_fit_count data_count
6.9400000000e+02 1.9998418001e-56 4.0544176547e-05 9.1787076746e+01 9.1787117291e+01 2.8000000000e+01
6.9500000000e+02 6.5268958516e-56 8.2354981836e-05 3.5593248426e+02 3.5593256661e+02 8.0900000000e+02
6.9600000000e+02 2.6572163203e-56 7.2783840312e-05 2.5425864784e+02 2.5425872063e+02 2.6500000000e+02
6.9700000000e+02 9.4762848216e-57 3.6634972823e-05 1.5374465386e+02 1.5374469049e+02 1.0800000000e+02
6.9800000000e+02 3.8119983275e-57 3.2352886032e-05 8.6930564383e+01 8.6930596736e+01 4.3000000000e+01
6.9900000000e+02 1.5219002577e-57 2.8501278927e-05 4.2498087556e+01 4.2498116057e+01 1.1000000000e+01
7.0000000000e+02 5.0536700709e-57 5.8022224531e-05 2.4272675466e+02 2.4272681268e+02 6.8600000000e+02
7.0100000000e+02 1.7958031599e-57 2.9186447728e-05 1.4624688655e+02 1.4624691573e+02 1.9500000000e+02
7.0200000000e+02 7.1914064544e-58 2.5769406657e-05 8.2275814767e+01 8.2275840536e+01 4.5000000000e+01
7.0300000000e+02 2.8581685287e-58 2.2696650173e-05 4.0020461237e+01 4.0020483934e+01 1.1000000000e+01
7.0400000000e+02 1.1274069909e-58 1.9941291181e-05 1.6831251092e+01 1.6831271034e+01 2.0000000000e+00
7.0500000000e+02 3.3680880124e-58 2.3209909894e-05 1.3902145091e+02 1.3902147412e+02 5.5000000000e+02
7.0600000000e+02 1.3427001702e-58 2.0488145872e-05 7.7818085122e+01 7.7818105610e+01 1.0000000000e+02
7.0700000000e+02 5.3124340242e-59 1.8041225169e-05 3.7662012582e+01 3.7662030623e+01 2.5000000000e+01
7.0800000000e+02 2.0860607336e-59 1.5847602247e-05 1.5759805147e+01 1.5759820995e+01 3.0000000000e+00
7.0900000000e+02 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
7.1000000000e+02 2.4811231832e-59 1.6259520861e-05 7.3552505216e+01 7.3552521476e+01 3.6400000000e+02
7.1100000000e+02 9.7724473767e-60 1.4314531461e-05 3.5418781339e+01 3.5418795653e+01 4.5000000000e+01
7.1200000000e+02 3.8201221291e-60 1.2571314675e-05 1.4746671983e+01 1.4746684555e+01 7.0000000000e+00
7.1300000000e+02 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
7.1400000000e+02 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
7.1500000000e+02 1.7791690119e-60 1.1336920347e-05 3.3286818339e+01 3.3286829676e+01 2.1700000000e+02
7.1600000000e+02 6.9235944480e-61 9.9541614366e-06 1.3789415323e+01 1.3789425277e+01 1.0000000000e+01
7.1700000000e+02 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
7.1800000000e+02 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
7.1900000000e+02 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
7.2000000000e+02 1.2419098419e-61 7.8674775021e-06 1.2885648074e+01 1.2885655941e+01 6.1000000000e+01
